id,reviewID,sentenceID,review,category,polarity,entity,preprocessed_sentence,type_sentence
0,RL#3,RL#3:1,"I am not necessarily fanatical about this place, but it was a fun time for low prices.",VALUE#PRICES,positive,VALUE,"i am not necessarily fanatical about this place , but it was a fun time for low prices .",compound_sentence
2,TR#2,TR#2:2,The high prices you're going to pay is for the view not for the food.,VALUE#PRICES,negative,VALUE,the high prices you 're going to pay is for the view not for the food .,complex_sentence
3,TR#2,TR#2:2,The elevated rates you will pay are not for the food perspective.,VALUE#PRICES,negative,VALUE,the high prices you 're going to pay is for the view not for the food .,complex_sentence
4,TR#2,TR#2:2,The high costs you're going to pay is for the view not for the sustenance.,VALUE#PRICES,negative,VALUE,the high prices you 're going to pay is for the view not for the food .,complex_sentence
5,TR#2,TR#2:2,The elevated cost you will pay is not for the food perspective.,VALUE#PRICES,negative,VALUE,the high prices you 're going to pay is for the view not for the food .,complex_sentence
6,TR#2,TR#2:2,The high price you are going to pay is not for the perspective of food.,VALUE#PRICES,negative,VALUE,the high prices you 're going to pay is for the view not for the food .,complex_sentence
7,TR#2,TR#2:2,The high price you will pay is not for food prospects.,VALUE#PRICES,negative,VALUE,the high prices you 're going to pay is for the view not for the food .,complex_sentence
8,TR#2,TR#2:2,The high price you are paying is not for food perspective.,VALUE#PRICES,negative,VALUE,the high prices you 're going to pay is for the view not for the food .,complex_sentence
9,TR#2,TR#2:2,The high costs you're going to pay is for the view not for the nourishment.,VALUE#PRICES,negative,VALUE,the high prices you 're going to pay is for the view not for the food .,complex_sentence
10,TR#2,TR#2:2,The expensive expenses you're going to pay is for the view not for the food.,VALUE#PRICES,negative,VALUE,the high prices you 're going to pay is for the view not for the food .,complex_sentence
11,TR#2,TR#2:2,The expensive price you are going to pay is for the atmosphere not for the food.,VALUE#PRICES,negative,VALUE,the high prices you 're going to pay is for the view not for the food .,complex_sentence
12,TR#2,TR#2:2,The high cost you are going to pay is for the atmosphere not for the food.,VALUE#PRICES,negative,VALUE,the high prices you 're going to pay is for the view not for the food .,complex_sentence
13,TR#2,TR#2:2,The expensive expense you are going to pay is for the environment not for the sustenance.,VALUE#PRICES,negative,VALUE,the high prices you 're going to pay is for the view not for the food .,complex_sentence
14,TR#2,TR#2:2,The expensive cost you are going to pay is for nature not for the sustenance.,VALUE#PRICES,negative,VALUE,the high prices you 're going to pay is for the view not for the food .,complex_sentence
15,TR#2,TR#2:2,The staggering expense you are going to pay is for nature not for the sustenance.,VALUE#PRICES,negative,VALUE,the high prices you 're going to pay is for the view not for the food .,complex_sentence
16,TR#2,TR#2:2,The fantastic cost you are going to pay is for nature not for the sustenance.,VALUE#PRICES,negative,VALUE,the high prices you 're going to pay is for the view not for the food .,complex_sentence
17,TR#2,TR#2:2,The high cost you are going to pay is for nature not for the sustenance.,VALUE#PRICES,negative,VALUE,the high prices you 're going to pay is for the view not for the food .,complex_sentence
18,TM#7,TM#7:0,Excellent food for great prices,"FOOD#QUALITY,VALUE#PRICES","positive,positive","FOOD,VALUE",excellent food for great prices,phrase
19,TM#7,TM#7:0,Great food at excellent rates,"FOOD#QUALITY,VALUE#PRICES","positive,positive","FOOD,VALUE",great food at excellent rates,phrase
20,TM#7,TM#7:0,Great food at good prices,"FOOD#QUALITY,VALUE#PRICES","positive,positive","FOOD,VALUE",great food at good prices,phrase
21,TM#7,TM#7:0,Excellent food at reasonable prices,"FOOD#QUALITY,VALUE#PRICES","positive,positive","FOOD,VALUE",excellent food at reasonable prices,phrase
22,TM#7,TM#7:0,Excellent food at decent rates,"FOOD#QUALITY,VALUE#PRICES","positive,positive","FOOD,VALUE",excellent food at decent rates,phrase
23,TM#7,TM#7:0,Good food at excellent prices,"FOOD#QUALITY,VALUE#PRICES","positive,positive","FOOD,VALUE",good food at excellent prices,phrase
24,TM#7,TM#7:0,Good food at good rates,"FOOD#QUALITY,VALUE#PRICES","positive,positive","FOOD,VALUE",good food at good rates,phrase
25,TM#7,TM#7:0,Good food at reasonable prices,"FOOD#QUALITY,VALUE#PRICES","positive,positive","FOOD,VALUE",good food at reasonable prices,phrase
26,TM#7,TM#7:0,Good food at fair rates,"FOOD#QUALITY,VALUE#PRICES","positive,positive","FOOD,VALUE",good food at fair rates,phrase
27,TM#7,TM#7:0,Good food at a fair price,"FOOD#QUALITY,VALUE#PRICES","positive,positive","FOOD,VALUE",good food at fair price,phrase
28,TM#7,TM#7:0,Good food for a reasonable cost,"FOOD#QUALITY,VALUE#PRICES","positive,positive","FOOD,VALUE",good food for reasonable cost,phrase
29,TM#7,TM#7:0,Good food for a reasonable price,"FOOD#QUALITY,VALUE#PRICES","positive,positive","FOOD,VALUE",good food for reasonable price,phrase
30,TM#7,TM#7:0,Great food at great prices,"FOOD#QUALITY,VALUE#PRICES","positive,positive","FOOD,VALUE",great food at great prices,phrase
31,TM#7,TM#7:0,Excellent food at a very good price,"FOOD#QUALITY,VALUE#PRICES","positive,positive","FOOD,VALUE",excellent food at very good price,phrase
32,TM#7,TM#7:0,Excellent food at excellent rates,"FOOD#QUALITY,VALUE#PRICES","positive,positive","FOOD,VALUE",excellent food at excellent rates,phrase
33,NP#3,NP#3:6,Prices are fair across the board for both food and bev.,"VALUE#PRICES,VALUE#PRICES","positive,positive","VALUE,VALUE",prices are fair across the board for both food and bev .,simple_sentence
34,TR#5,TR#5:6,"Price is high but the food is good, so I would come back again.","FOOD#QUALITY,VALUE#PRICES","positive,negative","FOOD,VALUE","price is high but the food is good , so i would come back again .",compound_sentence
35,BzG#2,BzG#2:0,"Great place, great value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase
36,BzG#2,BzG#2:1,the price is cheap,VALUE#PRICES,positive,VALUE,"the food is not flavorful , not plentiful and not reasonably price .",compound_sentence
37,BzG#2,BzG#2:2,the atmosphere is fun and accommodating.,AMBIENCE#GENERAL,positive,AMBIENCE,the atmosphere is relaxed and casual .,simple_sentence
38,BzG#2,BzG#2:0,"Great location, precious value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great location , precious value .",phrase
39,BzG#2,BzG#2:1,cheap and appropriate price,VALUE#PRICES,positive,VALUE,"the food is not flavorful , not plentiful and not reasonably price .",phrase
40,BzG#2,BzG#2:2,The environment is loose and easygoing.,AMBIENCE#GENERAL,positive,AMBIENCE,the atmosphere is relaxed and casual .,simple_sentence
41,BzG#2,BzG#2:0,"Great location, valuable value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great location , valuable value .",phrase
42,BzG#2,BzG#2:1,Cheap and reasonable prices,VALUE#PRICES,positive,VALUE,"the food is not flavorful , not plentiful and not reasonably price .",phrase
43,BzG#2,BzG#2:2,The atmosphere is casual and comfortable.,AMBIENCE#GENERAL,positive,AMBIENCE,the atmosphere is relaxed and casual .,simple_sentence
44,BzG#2,BzG#2:0,"Excellent location, precious value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","excellent location , precious value .",phrase
45,BzG#2,BzG#2:1,"The sustenance is delightful, copious and sensibly valued.",FOOD#QUALITY,positive,FOOD,"the food is not flavorful , not plentiful and not reasonably price .",compound_sentence
46,BzG#2,BzG#2:2,Relaxing and casual atmosphere.,AMBIENCE#GENERAL,positive,AMBIENCE,the atmosphere is relaxed and casual .,simple_sentence
47,BzG#2,BzG#2:0,"Outstanding location, valuable value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase
48,BzG#2,BzG#2:1,"The sustenance is awesome, overflowing and reasonably esteemed.",FOOD#QUALITY,positive,FOOD,"the food is not flavorful , not plentiful and not reasonably price .",compound_sentence
49,BzG#2,BzG#2:2,Nature is free and accommodating.,AMBIENCE#GENERAL,positive,AMBIENCE,the atmosphere is relaxed and casual .,simple_sentence
50,BzG#2,BzG#2:0,"Excellent place, valuable value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase
51,BzG#2,BzG#2:1,the cost is sensible,VALUE#PRICES,positive,VALUE,"the food is not flavorful , not plentiful and not reasonably price .",compound_sentence
52,BzG#2,BzG#2:2,The atmosphere is loose and easygoing.,AMBIENCE#GENERAL,positive,AMBIENCE,the atmosphere is relaxed and casual .,simple_sentence
53,BzG#2,BzG#2:0,"Outstanding location, precious value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase
54,BzG#2,BzG#2:1,the expense is reasonable,VALUE#PRICES,positive,VALUE,"the food is not flavorful , not plentiful and not reasonably price .",compound_sentence
55,BzG#2,BzG#2:2,The atmosphere is beautiful and agreeable.,AMBIENCE#GENERAL,positive,AMBIENCE,the atmosphere is relaxed and casual .,simple_sentence
56,BzG#2,BzG#2:0,"Excellent location, valuable value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase
57,BzG#2,BzG#2:1,The price is reasonable,VALUE#PRICES,positive,VALUE,"the food is not flavorful , not plentiful and not reasonably price .",compound_sentence
58,BzG#2,BzG#2:2,The atmosphere is amazing and pleasant.,AMBIENCE#GENERAL,positive,AMBIENCE,the atmosphere is relaxed and casual .,simple_sentence
59,BzG#2,BzG#2:0,"Excellent location, good value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase
60,BzG#2,BzG#2:1,"The food is flavorful, plentiful and the cost is reasonable","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is not flavorful , not plentiful and not reasonably price .",compound_sentence
61,BzG#2,BzG#2:2,The atmosphere is lovely and charming.,AMBIENCE#GENERAL,positive,AMBIENCE,the atmosphere is relaxed and casual .,simple_sentence
62,BzG#2,BzG#2:0,"Great location, excellent value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase
63,BzG#2,BzG#2:1,"The food is flavorful, plentiful and the price is reasonable","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is not flavorful , not plentiful and not reasonably price .",compound_sentence
64,BzG#2,BzG#2:2,The atmosphere is lovely and free.,AMBIENCE#GENERAL,positive,AMBIENCE,the atmosphere is relaxed and casual .,simple_sentence
65,BzG#2,BzG#2:0,"Extraordinary area, brilliant worth.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase
66,BzG#2,BzG#2:1,"The food is lovely, plentiful and the expense is reasonable","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is not flavorful , not plentiful and not reasonably price .",compound_sentence
67,BzG#2,BzG#2:2,The atmosphere is beautiful and free of charge.,AMBIENCE#GENERAL,positive,AMBIENCE,the atmosphere is relaxed and casual .,simple_sentence
68,BzG#2,BzG#2:0,"Unprecedented territory, splendid worth.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase
69,BzG#2,BzG#2:1,"The food is nice, abundant and the expense is sensible","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is not flavorful , not plentiful and not reasonably price .",compound_sentence
70,BzG#2,BzG#2:2,The atmosphere is charming and lovely.,AMBIENCE#GENERAL,positive,AMBIENCE,the atmosphere is relaxed and casual .,simple_sentence
71,BzG#2,BzG#2:0,"Uncommon domain, breathtaking worth.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase
72,BzG#2,BzG#2:1,"The food is flavorful, abundant and the price is reasonable","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is not flavorful , not plentiful and not reasonably price .",compound_sentence
73,BzG#2,BzG#2:2,The atmosphere is flabbergasting and staggering.,AMBIENCE#GENERAL,positive,AMBIENCE,the atmosphere is relaxed and casual .,simple_sentence
74,BzG#2,BzG#2:0,"Exceptional area, stunning worth.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase
75,BzG#2,BzG#2:1,"The food is lovely, abundant and the expense is reasonable","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is not flavorful , not plentiful and not reasonably price .",compound_sentence
76,BzG#2,BzG#2:2,The atmosphere is beguiling and stunning.,AMBIENCE#GENERAL,positive,AMBIENCE,the atmosphere is relaxed and casual .,simple_sentence
77,BzG#2,BzG#2:0,"Incredible spot, extraordinary worth.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase
78,BzG#2,BzG#2:1,"The nourishment is flawless, copious and the cost is sensible","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is not flavorful , not plentiful and not reasonably price .",compound_sentence
